vehicle_make,vehicle_model,vehicle_body_type,vehicle_year,vehicle_mileage,vehicle_transmission,vehicle_price
Lexus,RX300,SUV,2022,2500,Automatic,1470000000
Mercedes-Benz,S450 L,Sedan,2021,7500,Automatic,2550000000
Jeep,Wrangler,SUV,2013,32500,Automatic,1350000000
Mercedes-Benz,CLA200,Coupe,2014,27500,Automatic,415000000
Mercedes-Benz,GLC200,SUV,2020,17500,Automatic,995000000
Nissan,Livina,Wagon,2019,33000,Manual,169000000
Honda,HR-V,SUV,2017,62500,Automatic,215000000
Land Rover,Range Rover Evoque,SUV,2012,32500,Automatic,495000000
Toyota,Vellfire,Van Wagon,2016,67500,Automatic,800000000
Suzuki,Ertiga,MPV,2019,27500,Automatic,175000000
Mercedes-Benz,S300 L,Sedan,2007,72500,Automatic,299000000
Toyota,Alphard,Van Wagon,2007,62500,Automatic,199000000
Land Rover,Range Rover Sport,SUV,2010,77500,Automatic,620000000
Toyota,Rush,SUV,2015,62500,Manual,170000000
Mitsubishi,Xpander,Wagon,2018,37500,Manual,190000000
Nissan,Livina,Wagon,2019,27500,Automatic,225000000
Toyota,Rush,SUV,2021,2500,Automatic,275000000
Toyota,Calya,MPV,2018,42500,Automatic,143000000
Suzuki,Baleno,Hatchback,2019,52500,Automatic,197500000
Toyota,Sienta,MPV,2016,87500,Automatic,205000000
Honda,BR-V,SUV,2017,67500,Manual,187500000
Mitsubishi,Xpander,Wagon,2019,52500,Automatic,240000000
Toyota,Kijang Innova,MPV,2015,92500,Manual,245000000
Toyota,Kijang Innova,MPV,2010,107500,Automatic,155000000
Toyota,Kijang Innova,MPV,2015,47500,Automatic,230000000
Honda,Accord,Sedan,2013,37500,Automatic,225000000
Honda,Brio,Hatchback,2021,7500,Automatic,225000000
BMW,520i,Sedan,2014,47500,Automatic,410000000
Mercedes-Benz,E300,Sedan,2012,52500,Automatic,365000000
Mercedes-Benz,C180,Sedan,2011,52500,Automatic,225000000
BMW,X1,SUV,2015,22500,Automatic,350000000
Mercedes-Benz,GLE450,Wagon,2021,12500,Automatic,1750000000
Mercedes-Benz,GLC200,SUV,2019,27500,Automatic,950000000
Suzuki,Jimny,Wagon,2022,2500,Automatic,510000000
Toyota,Vellfire,Van Wagon,2013,57500,Automatic,400000000
Mercedes-Benz,CLS350,Coupe,2012,12500,Automatic,635000000
Mercedes-Benz,GLC250,SUV,2016,7500,Automatic,665000000
Porsche,Panamera,Hatchback,2010,22500,Automatic,1050000000
Audi,A8,Sedan,2011,27500,Automatic,455000000
Mercedes-Benz,V250,Van Wagon,2021,2500,Automatic,1650000000
BMW,330i,Sedan,2022,2500,Automatic,1125000000
Mercedes-Benz,E240,Sedan,2004,117500,Automatic,185000000
BMW,328i,Sedan,2014,42500,Automatic,415000000
Toyota,86,Coupe,2020,7500,Manual,700000000
Volkswagen,Caravelle,MPV,2012,72500,Automatic,355000000
Lexus,LX570,SUV,2017,37500,Automatic,2250000000
Honda,Odyssey,MPV,2019,47500,Automatic,620000000
Toyota,Land Cruiser Prado,SUV,2012,77500,Automatic,625000000
BMW,X1,SUV,2022,7500,Automatic,725000000
BMW,740Li,Sedan,2019,12500,Automatic,1650000000
BMW,840i,Coupe,2022,2500,Automatic,2650000000
Porsche,Taycan,Sedan,2021,7500,Automatic,3650000000
Mercedes-Benz,GLS450,Wagon,2021,7500,Automatic,2300000000
Toyota,Land Cruiser,SUV,2020,32500,Automatic,2550000000
Wuling,Almaz,Wagon,2019,22500,Automatic,225000000
Toyota,Avanza,MPV,2021,7500,Automatic,237500000
Honda,HR-V,SUV,2016,77500,Automatic,205000000
Mercedes-Benz,E200,Sedan,2021,2500,Automatic,995000000
BMW,330i,Sedan,2020,7500,Automatic,960000000
Mercedes-Benz,C180,Sedan,2019,22500,Automatic,615000000
Mercedes-Benz,Sprinter,Van Wagon,2016,252500,Manual,1245000000
Honda,CR-V,SUV,2019,37500,Automatic,430000000
BMW,535i,Sedan,2011,27500,Automatic,535000000
Mercedes-Benz,V250,Van Wagon,2021,2500,Automatic,1665000000
Porsche,Taycan,Sedan,2021,7500,Automatic,3775000000
BMW,X1,SUV,2015,32500,Automatic,350000000
Mercedes-Benz,GLA200,SUV,2015,27500,Automatic,395000000
Mercedes-Benz,E250,Coupe,2012,32500,Automatic,505000000
Lexus,ES300h,Sedan,2018,12500,Automatic,890000000
Mercedes-Benz,C200,Sedan,2011,62500,Automatic,240000000
Honda,CR-V,SUV,2020,17500,Automatic,480000000
BMW,325i,Sedan,2001,2500,Automatic,145000000
Mercedes-Benz,C250,Sedan,2013,17500,Automatic,340000000
MINI,Clubman,Wagon,2019,22500,Automatic,875000000
Lexus,RX300,SUV,2021,22500,Automatic,1295000000
Porsche,718,Convertible,2017,22500,Automatic,2150000000
Toyota,Vellfire,Van Wagon,2011,27500,Automatic,345000000
BMW,528i,Sedan,2013,17500,Automatic,395000000
Volkswagen,Polo,Hatchback,2017,57500,Automatic,175000000
Mercedes-Benz,C250,Sedan,2016,57500,Automatic,565000000
BMW,M3,Sedan,2015,37500,Automatic,1400000000
Toyota,86,Coupe,2015,37500,Automatic,650000000
Toyota,Alphard,MPV,2014,87500,Automatic,455000000
Toyota,Voxy,Wagon,2022,12500,Automatic,590000000
Mercedes-Benz,CLA200,Coupe,2019,2500,Automatic,840000000
BMW,320i,Sedan,2019,27500,Automatic,560000000
Mazda,Biante,MPV,2017,82500,Automatic,220000000
Lexus,ES300h,Sedan,2014,102500,Automatic,355000000
BMW,528i,Sedan,2016,22500,Automatic,550000000
BMW,520i,Sedan,2015,52500,Automatic,440000000
Hyundai,Creta,Wagon,2022,2500,Automatic,335000000
Toyota,86,Coupe,2013,27500,Manual,470000000
Mercedes-Benz,E250,Sedan,2010,52500,Automatic,188000000
Mercedes-Benz,CLA200,Coupe,2018,22500,Automatic,575000000
Hyundai,Palisade,Wagon,2021,7500,Automatic,799000000
Mazda,CX-9,SUV,2010,82500,Automatic,170000000
BMW,X3,SUV,2021,7500,Automatic,2075000000
Honda,CR-V,SUV,2016,97500,Automatic,285000000
Nissan,Serena,MPV,2017,47500,Automatic,325000000
Mercedes-Benz,E200,Sedan,2020,7500,Automatic,795000000
Mercedes-Benz,E250,Coupe,2013,42500,Automatic,350000000
MINI,Cooper,Hatchback,2018,12500,Automatic,600000000
Mercedes-Benz,E300,Coupe,2019,7500,Automatic,795000000
BMW,X1,SUV,2018,17500,Automatic,555000000
Mercedes-Benz,C200,Sedan,2015,32500,Automatic,465000000
BMW,X1,SUV,2013,42500,Automatic,275000000
BMW,428i,Coupe,2014,17500,Automatic,585000000
BMW,X1,SUV,2015,42500,Automatic,325000000
Mitsubishi,Pajero Sport,SUV,2014,47500,Automatic,250000000
KIA,Sportage,SUV,2012,77500,Automatic,130000000
Mercedes-Benz,GLA45 AMG,SUV,2015,22500,Automatic,700000000
BMW,740Li,Sedan,2016,22500,Automatic,1000000000
Mercedes-Benz,GLA200,SUV,2015,22500,Automatic,395000000
Daihatsu,Rocky,Wagon,2021,7500,Automatic,185000000
Mercedes-Benz,CLS63 AMG,Coupe,2012,17500,Automatic,1250000000
Jeep,Wrangler,SUV,2015,32500,Automatic,1050000000
Mercedes-Benz,AMG GT,Coupe,2015,12500,Automatic,4250000000
BMW,X1,SUV,2018,12500,Automatic,490000000
Mercedes-Benz,GLA200,SUV,2018,27500,Automatic,765000000
Mercedes-Benz,E280,Sedan,2009,47500,Automatic,190000000
Honda,Brio,Hatchback,2020,12500,Manual,175000000
Toyota,86,Coupe,2020,22500,Automatic,760000000
Toyota,Land Cruiser Prado,SUV,2010,62500,Automatic,499000000
BMW,M4,Coupe,2015,7500,Automatic,1875000000
BMW,520i,Sedan,2015,17500,Automatic,440000000
Mercedes-Benz,GLC200,SUV,2018,27500,Automatic,690000000
Mercedes-Benz,C250,Sedan,2013,17500,Automatic,340000000
Mercedes-Benz,GLS450,Wagon,2020,12500,Automatic,2100000000
BMW,528i,Sedan,2013,17500,Automatic,395000000
Honda,Brio,Hatchback,2018,41000,Automatic,137000000
Nissan,X-Trail,SUV,2015,77500,Automatic,210000000
Suzuki,Ertiga,MPV,2017,42500,Manual,163000007
Mercedes-Benz,C200,Sedan,2018,27500,Automatic,595000000
Honda,Freed,MPV,2013,97500,Automatic,159500000
Toyota,Alphard,Van Wagon,2018,37500,Automatic,965000000
Ford,Escape,SUV,2009,122500,Automatic,114000000
Hyundai,Palisade,Wagon,2022,7500,Automatic,985000000
Mercedes-Benz,CL500,Coupe,2008,12500,Automatic,400000000
Hyundai,Palisade,Wagon,2022,17500,Automatic,865000000
BMW,X1,SUV,2019,35000,Automatic,575000000
BMW,330i,Sedan,2021,7000,Automatic,970000000
BMW,320i,Sedan,2018,36000,Automatic,495000000
Toyota,Vellfire,Van Wagon,2012,82500,Automatic,325000000
Mercedes-Benz,GLA200,SUV,2015,42500,Automatic,440000000
Hyundai,Palisade,Wagon,2021,37500,Automatic,875000000
Mercedes-Benz,A200,Sedan,2021,2500,Automatic,800000000
Toyota,Alphard,Van Wagon,2022,7500,Automatic,1310000000
Wuling,Almaz,Wagon,2022,7500,Automatic,325000000
Wuling,Almaz,Wagon,2021,17500,Automatic,300000000
Honda,HR-V,SUV,2015,77500,Automatic,240000000
Mercedes-Benz,GLB200,Wagon,2022,2500,Automatic,995000000
Mitsubishi,Xpander,Wagon,2019,62500,Automatic,215000000
Toyota,Kijang Innova,MPV,2011,107500,Automatic,150000000
Wuling,Cortez,Wagon,2018,42500,Automatic,165000000
BMW,730Li,Sedan,2020,7500,Automatic,1655000000
Mercedes-Benz,GLC200,SUV,2019,17500,Automatic,789000000
Honda,Civic,Sedan,2016,37500,Automatic,330000000
Mercedes-Benz,CLA200,Coupe,2014,62500,Automatic,445000000
Mercedes-Benz,C200,Sedan,2017,22500,Automatic,560000000
Mercedes-Benz,E300,Coupe,2018,2500,Automatic,1380000000
Toyota,Harrier,SUV,2002,132500,Automatic,100000000
BMW,328i,Sedan,2012,72500,Automatic,425000000
Mercedes-Benz,GLA200,SUV,2015,32500,Automatic,460000000
Jeep,Wrangler,SUV,2013,17500,Automatic,1300000000
Mercedes-Benz,E250,Coupe,2012,32500,Automatic,505000000
Toyota,Alphard,Van Wagon,2018,37500,Automatic,950000000
BMW,X1,SUV,2018,22500,Automatic,540000000
BMW,X1,SUV,2017,32500,Automatic,399000000
Toyota,Harrier,SUV,2011,102500,Automatic,199000000
Volkswagen,Tiguan,SUV,2014,117500,Automatic,178000000
Mercedes-Benz,ML350,SUV,2013,67500,Automatic,455000000
Porsche,Cayman,Coupe,2013,17500,Automatic,1350000000
Mazda,3,Hatchback,2022,17500,Automatic,460000000
Toyota,Kijang Innova,MPV,2013,107500,Automatic,235000000
Lexus,RX300,SUV,2018,32500,Automatic,1025000000
Mercedes-Benz,S400 L,Sedan,2015,22500,Automatic,975000000
BMW,Z4,Convertible,2021,7500,Automatic,1625000000
Mercedes-Benz,C250,Sedan,2017,32500,Automatic,645000000
Mercedes-Benz,C200,Sedan,2017,22500,Automatic,560000000
Hyundai,Palisade,Wagon,2021,22500,Automatic,795000000
MINI,Cooper,Hatchback,2015,27500,Automatic,575000000
BMW,520i,Sedan,2014,32500,Automatic,425000000
BMW,X3,SUV,2018,7500,Automatic,685000000
Honda,Jazz,Hatchback,2008,39000,Manual,135000000
Nissan,Juke,SUV,2013,77500,Automatic,130000000
Toyota,Harrier,SUV,2014,67500,Automatic,435000000
Toyota,Rush,SUV,2019,27500,Manual,235000007
Mitsubishi,Xpander,Wagon,2021,22500,Automatic,260000000
BMW,X5,SUV,2017,22500,Automatic,800000000
Mercedes-Benz,GLC200,SUV,2018,27500,Automatic,690000000
BMW,320i,Sedan,2015,32500,Automatic,375000000
Jeep,Compass,SUV,2019,12500,Automatic,375000000
Mercedes-Benz,E300,Sedan,2017,17500,Automatic,795000000
Land Rover,Range Rover Evoque,SUV,2012,62500,Automatic,480000000
BMW,X1,SUV,2012,112500,Automatic,219000000
Toyota,Voxy,Wagon,2019,27500,Automatic,415000000
Mercedes-Benz,C300,Coupe,2019,2500,Automatic,1175000000
Toyota,Harrier,SUV,2015,42500,Automatic,425000000
Honda,Mobilio,MPV,2015,52500,Manual,158000000
Suzuki,Ertiga,MPV,2017,67500,Manual,159000000
Honda,Civic,Hatchback,2019,36000,Automatic,438000000
Toyota,Alphard,Van Wagon,2018,32500,Automatic,899000000
Volkswagen,Golf,Hatchback,2007,87500,Automatic,550000000
Hyundai,Creta,Wagon,2022,2500,Automatic,350000000
Mercedes-Benz,G63 AMG,SUV,2019,2500,Automatic,6700000000
Suzuki,Ertiga,MPV,2016,59000,Manual,133000000
Mercedes-Benz,GLC200,SUV,2019,12500,Automatic,830000000
BMW,M3,Sedan,2015,32500,Automatic,1400000000
Mercedes-Benz,C300,Sedan,2018,12500,Automatic,710000000
Honda,HR-V,SUV,2019,32500,Automatic,315000007
Toyota,Fortuner,SUV,2016,77500,Automatic,395000007
Honda,HR-V,SUV,2018,52500,Manual,232000007
BMW,318i,Sedan,1991,202500,Manual,130000000
Toyota,Rush,SUV,2019,29000,Manual,230000000
Honda,HR-V,SUV,2019,33000,Automatic,315000000
BMW,M4,Coupe,2015,17500,Automatic,1450000000
BMW,X1,SUV,2014,42500,Automatic,300000000
Lexus,RX300,SUV,2019,27500,Automatic,1125000000
Toyota,Vellfire,Van Wagon,2016,82500,Automatic,675000000
BMW,330i,Sedan,2019,7500,Automatic,845000000
Mercedes-Benz,C250,Sedan,2016,37500,Automatic,595000000
BMW,530i,Wagon,2019,12500,Automatic,970000000
Lexus,LS500,Sedan,2018,7500,Automatic,2000000000
Mercedes-Benz,C200,Sedan,2017,49000,Automatic,529000000
Toyota,Alphard,Van Wagon,2021,12500,Automatic,1140000000
Toyota,Alphard,Van Wagon,2020,12500,Automatic,1090000000
Mercedes-Benz,E300,Sedan,2018,17500,Automatic,860000000
Hyundai,H-1,MPV,2019,17500,Automatic,495000000
Mercedes-Benz,C300,Sedan,2020,7500,Automatic,870000000
Mercedes-Benz,GLE450,Wagon,2019,32500,Automatic,1550000000
BMW,X5,SUV,2019,17500,Automatic,1320000000
Mercedes-Benz,G63 AMG,SUV,2019,2500,Automatic,6700000000
Mercedes-Benz,S450 L,Sedan,2022,2500,Automatic,2970000000
Mercedes-Benz,E350,Sedan,2019,37500,Automatic,965000000
Mercedes-Benz,C300,Coupe,2016,22500,Automatic,835000000
BMW,320i,Sedan,2020,7500,Automatic,775000000
BMW,320i,Sedan,2014,37500,Automatic,345000000
MINI,Countryman,SUV,2020,12500,Automatic,705000000
BMW,X5,SUV,2017,17500,Automatic,810000000
Mercedes-Benz,S300 L,Sedan,2011,22500,Automatic,465000000
BMW,X4,SUV,2014,52500,Automatic,480000000
Mazda,CX-8,Wagon,2021,42500,Automatic,680000000
Toyota,Alphard,Van Wagon,2020,17500,Automatic,1125000000
Toyota,Alphard,Van Wagon,2021,7500,Automatic,1200000000
Mitsubishi,Xpander,Wagon,2020,22500,Automatic,255000000
Honda,CR-V,SUV,2016,62500,Automatic,229000000
Suzuki,Ignis,Hatchback,2017,62500,Automatic,138000007
Mitsubishi,Xpander,Wagon,2018,122500,Automatic,238000007
Toyota,Yaris,Hatchback,2014,82500,Automatic,178000007
Toyota,Veloz,Wagon,2022,2500,Manual,245000000
Mercedes-Benz,CLA200,Coupe,2014,37500,Automatic,420000000
Mitsubishi,Xpander,Wagon,2018,57500,Automatic,225000000
Mercedes-Benz,C300,Sedan,2019,17500,Automatic,835000000
Toyota,Land Cruiser,SUV,2013,47500,Automatic,1499000000
Mercedes-Benz,GLB200,Wagon,2020,7500,Automatic,895000000
Jeep,Wrangler,SUV,2015,12500,Automatic,880000000
Porsche,911,Coupe,2013,27500,Automatic,3150000000
Mercedes-Benz,C250,Sedan,2016,32500,Automatic,595000000
Mercedes-Benz,A200,Sedan,2022,7500,Automatic,745000000
BMW,X3,SUV,2021,27500,Automatic,920000000
Chevrolet,Trailblazer,SUV,2018,37500,Automatic,330000000
BMW,X1,SUV,2022,2500,Automatic,725000000
Toyota,Camry,Sedan,2021,22500,Automatic,555000000
Mitsubishi,Triton,Pick-up,2021,77500,Automatic,465000000
Toyota,Agya,Hatchback,2018,27500,Automatic,133000000
Porsche,Panamera,Hatchback,2011,27500,Automatic,950000000
Toyota,Alphard,Van Wagon,2018,62500,Automatic,925000000
Mitsubishi,Mirage,Hatchback,2015,60000,Automatic,112000000
Mercedes-Benz,GLC200,SUV,2020,7500,Automatic,995000000
BMW,320i,Sedan,2019,2500,Automatic,755000000
Mazda,CX-5,SUV,2014,92500,Automatic,205000000
Daihatsu,Rocky,Wagon,2021,12500,Automatic,240000000
BMW,320i,Sedan,2019,7500,Automatic,550000000
Mercedes-Benz,GLC200,SUV,2019,2500,Automatic,850000000
Porsche,911,Coupe,2013,2500,Automatic,3150000000
Mercedes-Benz,E250,Sedan,2013,27500,Automatic,500000000
Mercedes-Benz,C200,Sedan,2016,27500,Automatic,515000000
Lexus,LX570,SUV,2009,52500,Automatic,850000000
BMW,X1,SUV,2015,92500,Automatic,340000000
Audi,A5,Sportback,2013,22500,Automatic,485000000
Honda,CR-V,SUV,2015,87500,Automatic,269500000
Toyota,Alphard,Van Wagon,2022,17500,Automatic,1125000000
BMW,530i,Sedan,2019,22500,Automatic,875000000
BMW,M135i,Hatchback,2013,32500,Automatic,639000000
Mercedes-Benz,E300,Sedan,2011,62500,Automatic,280000000
Toyota,Harrier,SUV,2008,87500,Automatic,170000000
BMW,530i,Sedan,2017,7500,Automatic,765000000
Mercedes-Benz,C300,Sedan,2018,27500,Automatic,675000000
Honda,CR-V,SUV,2018,62500,Automatic,315000000
BMW,X1,SUV,2014,27500,Automatic,315000000
BMW,520i,Sedan,2016,37500,Automatic,485000000
BMW,520i,Sedan,2015,17500,Automatic,440000000
Toyota,Vellfire,Van Wagon,2016,37500,Automatic,745000000
BMW,X1,SUV,2018,32500,Automatic,535000000
Chevrolet,Captiva,SUV,2015,52500,Automatic,180000000
Honda,HR-V,SUV,2022,7500,Automatic,459500000
Chevrolet,Spin,SUV,2014,79000,Manual,85000000
Nissan,Serena,MPV,2013,62500,Automatic,160000000
Honda,Accord,Sedan,2018,37500,Automatic,350000000
Mercedes-Benz,GLC250,SUV,2016,22500,Automatic,665000000
Toyota,Vellfire,Van Wagon,2016,42500,Automatic,735000000
Honda,Freed,MPV,2013,77500,Automatic,155000000
Mercedes-Benz,C250,Sedan,2015,37500,Automatic,575000000
Toyota,Land Cruiser,SUV,2011,122500,Automatic,1000000000
Mercedes-Benz,C250,Sedan,2015,12500,Automatic,515000000
Mercedes-Benz,E200,Sedan,2012,137500,Automatic,165000000
BMW,X1,SUV,2017,32500,Automatic,405000000
Mercedes-Benz,SL500,Convertible,2003,7500,Automatic,1100000000
Land Rover,Range Rover,SUV,2014,27500,Automatic,1385000000
Toyota,Land Cruiser,SUV,2022,2500,Automatic,3550000000
Toyota,Supra,Coupe,2020,2500,Automatic,2550000000
Volkswagen,Golf,Hatchback,2018,42500,Automatic,775000000
Mercedes-Benz,E250,Sedan,2017,17500,Automatic,705000000
Mercedes-Benz,E400,Wagon,2014,42500,Automatic,550000000
Mercedes-Benz,E300,Sedan,2012,52500,Automatic,365000000
Suzuki,Swift,Hatchback,2016,62500,Manual,167500000
Toyota,Yaris,Hatchback,2007,162500,Automatic,100000000
Suzuki,Ertiga,MPV,2018,67500,Manual,162500000
Mitsubishi,Pajero Sport,SUV,2019,12500,Automatic,485000000
Daihatsu,Xenia,MPV,2011,132500,Manual,105000000
Mitsubishi,Xpander,Wagon,2021,12500,Automatic,275000000
Toyota,Agya,Hatchback,2019,52500,Automatic,138000000
Mercedes-Benz,G55 AMG,SUV,2010,27500,Automatic,2600000000
Mercedes-Benz,A45 AMG,Hatchback,2014,27500,Automatic,610000000
Mercedes-Benz,C250,Sedan,2015,32500,Automatic,590000000
Toyota,Corolla Altis,Sedan,2018,62500,Automatic,245000000
BMW,520d,Sedan,2014,17500,Automatic,425000000
Toyota,Avanza,MPV,2007,97500,Manual,105000000
Toyota,Etios Valco,Hatchback,2015,67000,Manual,99000000
Mercedes-Benz,GLA200,SUV,2018,12500,Automatic,570000000
Toyota,Sienta,MPV,2019,32500,Automatic,230000000
Mitsubishi,Outlander Sport,SUV,2014,62500,Automatic,180000000
Toyota,Fortuner,SUV,2021,22500,Automatic,525000000
Toyota,Fortuner,SUV,2022,7500,Automatic,570000000
Nissan,Grand Livina,MPV,2016,87500,Manual,138000000
Hyundai,Staria,Wagon,2021,27500,Automatic,800000000
Honda,HR-V,SUV,2016,57500,Automatic,205000000
Honda,Civic,Sedan,2016,42500,Automatic,355000000
Toyota,Avanza,MPV,2009,152500,Manual,105000000
Mitsubishi,Pajero Sport,SUV,2019,32500,Automatic,480000000
Lexus,UX200,Hatchback,2019,12500,Automatic,690000000
Mitsubishi,Pajero Sport,SUV,2018,72500,Automatic,425000000
Honda,HR-V,SUV,2018,17500,Automatic,290000000
BMW,320i,Sedan,2021,7500,Automatic,775000000
Toyota,Agya,Hatchback,2019,42500,Manual,125000000
Daihatsu,Ayla,Hatchback,2015,46000,Automatic,105000000
Toyota,Avanza,MPV,2021,32500,Manual,180000000
Honda,HR-V,SUV,2018,27500,Automatic,225000000
Honda,Jazz,Hatchback,2012,77500,Automatic,125000000
Honda,Brio,Hatchback,2013,92500,Automatic,105000000
Mazda,8,MPV,2011,52500,Automatic,175000000
BMW,520i,Sedan,2016,32500,Automatic,485000000
Toyota,Kijang Innova,MPV,2020,47500,Automatic,340000000
Toyota,Alphard,Van Wagon,2015,83000,Automatic,719000000
Toyota,Kijang Innova,MPV,2018,46000,Automatic,275000000
Toyota,Alphard,Van Wagon,2016,32500,Automatic,825000000
Mercedes-Benz,GLE400,SUV,2018,37500,Automatic,945000000
Mercedes-Benz,GLE400,SUV,2018,22500,Automatic,1000000000
Nissan,370Z,Coupe,2010,22500,Automatic,1250000000
Mercedes-Benz,CLA45 AMG,Coupe,2020,12500,Automatic,1425000000
Toyota,Vellfire,Van Wagon,2017,47500,Automatic,790000000
Mercedes-Benz,A35 AMG,Hatchback,2019,27500,Automatic,975000000
BMW,320i,Sedan,2012,62500,Automatic,199000000
Mazda,CX-5,SUV,2012,77500,Automatic,175000000
Daihatsu,Gran Max,Van,2017,67500,Manual,110000000
Mercedes-Benz,GLC250,SUV,2017,32500,Automatic,690000000
Mitsubishi,Pajero Sport,SUV,2014,147500,Automatic,278000000
Suzuki,Jimny,Wagon,2020,2500,Automatic,440000000
BMW,320i,Sedan,2016,27500,Automatic,395000000
Honda,HR-V,SUV,2021,22500,Automatic,290000000
BMW,520i,Sedan,2013,32500,Automatic,345000000
Mercedes-Benz,C200,Sedan,2015,32500,Automatic,465000000
Toyota,Alphard,Van Wagon,2016,22500,Automatic,825000000
Toyota,Land Cruiser Prado,SUV,2014,42500,Automatic,740000000
Mercedes-Benz,C200,Sedan,2015,32500,Automatic,430000000
Mercedes-Benz,C300,Sedan,2022,7500,Automatic,1050000000
Mercedes-Benz,E200,Sedan,2021,7500,Automatic,950000000
Honda,Brio,Hatchback,2017,85000,Automatic,142000000
Toyota,Kijang Innova,MPV,2018,59000,Automatic,270000000
BMW,740Li,Sedan,2017,17500,Automatic,1125000000
Mercedes-Benz,GLE450,Wagon,2019,17500,Automatic,1499000000
Mercedes-Benz,E200,Coupe,2015,32500,Automatic,660000000
KIA,Grand Sedona,MPV,2019,32500,Automatic,510000000
Mercedes-Benz,C250,Coupe,2014,87500,Automatic,375000000
MINI,Cooper,Hatchback,2015,12500,Automatic,540000000
Mercedes-Benz,C250,Sedan,2015,17500,Automatic,600000000
Mercedes-Benz,C250,Sedan,2016,17500,Automatic,625000000
BMW,X3,SUV,2013,92500,Automatic,290000000
BMW,X5,SUV,2019,22500,Automatic,1340000000
Honda,Brio,Hatchback,2018,57500,Automatic,158000007
Mercedes-Benz,CLS350,Coupe,2012,32500,Automatic,515000000
Mercedes-Benz,C200,Sedan,2016,22500,Automatic,550000000
BMW,528i,Sedan,2012,32500,Automatic,360000000
BMW,X1,SUV,2018,22500,Automatic,510000000
BMW,330i,Sedan,2019,2500,Automatic,845000000
Mercedes-Benz,C300,Sedan,2019,22500,Automatic,810000000
Mercedes-Benz,E200,Sedan,2022,2500,Automatic,1025000000
Toyota,Vellfire,Van Wagon,2018,27500,Automatic,925000000
BMW,320i,Sedan,2017,32500,Automatic,495000000
Mercedes-Benz,GLC250,SUV,2017,27500,Automatic,670000000
Toyota,Agya,Hatchback,2022,7500,Automatic,169000000
Toyota,Alphard,Van Wagon,2017,52500,Automatic,785000000
Lexus,ES300h,Sedan,2019,2500,Automatic,950000000
Honda,CR-V,SUV,2019,102500,Automatic,355000000
Mercedes-Benz,E200,Sedan,2012,137500,Automatic,160000000
BMW,323i,Sedan,1997,202500,Automatic,99000000
Toyota,Innova Venturer,Wagon,2019,72500,Automatic,445000000
Daihatsu,Terios,SUV,2017,87500,Manual,175000007
Mercedes-Benz,C300,Sedan,2019,17500,Automatic,795000000
Mercedes-Benz,C200,Sedan,2015,17500,Automatic,465000000
Honda,Brio,Hatchback,2021,12500,Automatic,192500000
Mercedes-Benz,GLA200,SUV,2018,7500,Automatic,560000000
Mercedes-Benz,C180,Sedan,2019,17500,Automatic,615000000
BMW,X1,SUV,2020,27500,Automatic,635000000
Suzuki,Jimny,Wagon,2019,12500,Automatic,415000000
Toyota,Fortuner,SUV,2021,52500,Automatic,490000000
Lexus,LX570,SUV,2015,62500,Automatic,1395000000
Toyota,86,Coupe,2015,37500,Automatic,570000000
Mercedes-Benz,CLA200,Coupe,2017,52500,Automatic,615000000
Porsche,Cayenne,SUV,2007,22500,Automatic,550000000
Mitsubishi,Pajero Sport,SUV,2016,77500,Automatic,380000000
Toyota,Alphard,Van Wagon,2022,17500,Automatic,1195000000
Mercedes-Benz,GLC200,SUV,2018,22500,Automatic,765000000
Mercedes-Benz,E300,Sedan,2018,37500,Automatic,850000000
BMW,X1,SUV,2020,17500,Automatic,715000000
BMW,320i,Sedan,2019,12500,Automatic,540000000
Honda,Brio,Hatchback,2019,32500,Manual,175000000
Ford,Fiesta,Hatchback,2014,117500,Automatic,120000000
Mitsubishi,Outlander Sport,SUV,2014,62500,Automatic,180000000
Land Rover,Range Rover Velar,Wagon,2018,17500,Automatic,1775000000
Mercedes-Benz,E300,Sedan,2017,17500,Automatic,795000000
BMW,335i,Sedan,2012,52500,Automatic,495000000
BMW,320i,Sedan,2017,32500,Automatic,465000000
Honda,HR-V,SUV,2018,27500,Automatic,225000000
Mercedes-Benz,SL500,Convertible,2003,17500,Automatic,975000000
MINI,Cooper,Hatchback,2015,12500,Automatic,540000000
Daihatsu,Ayla,Hatchback,2014,37500,Manual,76000000
BMW,330i,Sedan,2016,12500,Automatic,500000000
Mercedes-Benz,GLA200,SUV,2016,32500,Automatic,485000000
BMW,X5,SUV,2017,42500,Automatic,785000000
Volkswagen,Polo,Hatchback,2016,62500,Automatic,148000000
Toyota,Land Cruiser,SUV,2011,102500,Automatic,975000000
Toyota,Alphard,Van Wagon,2018,7500,Automatic,995000000
Mercedes-Benz,SL350,Convertible,2013,27500,Automatic,1350000000
Toyota,Alphard,Van Wagon,2016,52500,Automatic,675000000
BMW,320i,Sedan,2013,47500,Automatic,330000000
BMW,X1,SUV,2014,42500,Automatic,315000000
BMW,X5,SUV,2019,17500,Automatic,1320000000
BMW,320i,Sedan,2020,2500,Automatic,775000000
Volkswagen,Scirocco,Hatchback,2018,12500,Automatic,455000000
Mazda,CX-5,SUV,2018,52500,Automatic,359000000
Porsche,Cayman,Coupe,2013,12500,Automatic,1535000000
Mercedes-Benz,GLA200,SUV,2018,22500,Automatic,555000000
