vehicle_make,vehicle_model,vehicle_body_type,vehicle_year,vehicle_mileage,vehicle_transmission,vehicle_price
BMW,320i,Sedan,2017,32500,Automatic,465000000
BMW,435i,Coupe,2014,42500,Automatic,915000000
Nissan,Grand Livina,MPV,2017,35000,Manual,120000000
Toyota,Fortuner,SUV,2016,17000,Automatic,385000000
Mercedes-Benz,C250,Sedan,2015,17500,Automatic,600000000
Mercedes-Benz,A200,Hatchback,2018,7500,Automatic,575000000
Toyota,Land Cruiser,SUV,2009,127500,Automatic,895000000
Mercedes-Benz,S400 L,Sedan,2016,27500,Automatic,1025000000
MINI,Cooper,Hatchback,2020,12500,Automatic,765000000
Mercedes-Benz,GLA200,SUV,2016,28000,Automatic,455000000
BMW,330i,Sedan,2018,22500,Automatic,550000000
Volkswagen,Golf,Hatchback,2014,17500,Automatic,145000000
Lexus,RX270,SUV,2014,52500,Automatic,375000000
Land Rover,Defender,SUV,2020,17500,Automatic,2750000000
Mercedes-Benz,C250,Sedan,2017,12500,Automatic,645000000
Honda,Odyssey,MPV,2018,102500,Automatic,440000000
Honda,Brio,Hatchback,2018,27500,Automatic,128000000
Honda,Civic,Hatchback,2018,52500,Automatic,358000000
Toyota,Harrier,SUV,2004,77500,Automatic,118000000
Nissan,Serena,MPV,2015,70000,Automatic,178000000
Chevrolet,Blazer,SUV,2003,102500,Manual,68000000
Toyota,Camry,Sedan,2007,102500,Automatic,98000000
Mitsubishi,Colt L300,Pick-up,2016,62500,Manual,112000000
Nissan,Serena,MPV,2017,52500,Automatic,228000000
Toyota,Avanza,MPV,2012,87500,Automatic,108000000
Nissan,Grand Livina,MPV,2016,37500,Automatic,133000000
Honda,Mobilio,MPV,2016,67500,Automatic,145000000
Mazda,Biante,MPV,2013,57500,Automatic,168000000
Suzuki,Ertiga,MPV,2016,67500,Automatic,148000000
Honda,BR-V,SUV,2022,7500,Automatic,275000000
Honda,Mobilio,MPV,2018,18000,Automatic,168000000
Mitsubishi,Xpander,Wagon,2021,12500,Automatic,270000000
Mercedes-Benz,C300,Sedan,2022,2500,Automatic,1150000000
Mazda,Biante,MPV,2013,52500,Automatic,150000000
Honda,Jazz,Hatchback,2012,73000,Automatic,149000000
BMW,320i,Sedan,2018,22500,Automatic,485000000
Toyota,Kijang Innova,MPV,2019,67500,Manual,322000000
Mercedes-Benz,E200,Coupe,2014,27500,Automatic,685000000
BMW,X7,Wagon,2020,7500,Automatic,1975000000
Mercedes-Benz,CLA200,Coupe,2017,17500,Automatic,575000000
Mercedes-Benz,C43 AMG,Coupe,2017,22500,Automatic,1290000000
Hyundai,Palisade,Wagon,2022,17500,Automatic,845000000
Toyota,Vellfire,Van Wagon,2016,82500,Automatic,675000000
Mercedes-Benz,CLA45 AMG,Coupe,2014,37500,Automatic,699000000
Wuling,Cortez,Wagon,2018,42500,Automatic,155000000
BMW,320i,Sedan,2014,42500,Automatic,338000000
Mitsubishi,Xpander,Wagon,2019,32500,Manual,175000000
Toyota,Fortuner,SUV,2017,77500,Automatic,345000000
Toyota,Yaris,Hatchback,2017,37500,Automatic,183000000
Nissan,Terrano,SUV,2003,112000,Manual,82000000
Daihatsu,Terios,SUV,2009,87500,Manual,105000000
Toyota,Yaris,Hatchback,2014,60000,Automatic,159000000
Daihatsu,Gran Max,Van,2015,67500,Manual,85000000
Toyota,Fortuner,SUV,2017,57500,Automatic,408000000
Nissan,Serena,MPV,2015,67500,Automatic,168000000
BMW,X1,SUV,2018,32500,Automatic,488000000
Toyota,Fortuner,SUV,2017,32500,Automatic,425000000
Mitsubishi,Pajero Sport,SUV,2016,52500,Automatic,375000000
Honda,Brio,Hatchback,2021,2500,Automatic,175000000
Honda,CR-V,SUV,2013,62500,Automatic,175000000
Wuling,Cortez,Wagon,2022,7500,Automatic,208000000
Mitsubishi,Mirage,Hatchback,2014,67500,Automatic,98000000
Toyota,Camry,Sedan,2014,77500,Automatic,168000000
Daihatsu,Ayla,Hatchback,2014,67500,Manual,93000000
Mitsubishi,Xpander,Wagon,2018,42500,Automatic,220000000
Toyota,Raize,Wagon,2021,22500,Automatic,240000000
Mercedes-Benz,E250,Sedan,2017,17500,Automatic,635000000
BMW,520i,Sedan,2019,17500,Automatic,800000000
Honda,Civic,Hatchback,2017,22500,Manual,875000000
Porsche,Macan,SUV,2014,12500,Automatic,799000000
BMW,X1,SUV,2017,32500,Automatic,445000000
Toyota,Alphard,Van Wagon,2016,22500,Automatic,795000000
MINI,Cooper,Hatchback,2016,37000,Automatic,495000000
Toyota,Alphard,Van Wagon,2020,32500,Automatic,1045000000
MINI,Cooper,Hatchback,2011,17500,Manual,750000000
BMW,640i,Coupe,2012,32500,Automatic,880000000
BMW,320i,Sedan,2016,47500,Automatic,460000000
BMW,320i,Sedan,2012,82500,Automatic,220000000
BMW,640i,Coupe,2013,32500,Automatic,775000000
Lexus,NX200t,SUV,2016,82500,Automatic,550000000
Mitsubishi,Xpander,Wagon,2018,57500,Automatic,225000000
Mercedes-Benz,GLA200,SUV,2015,27500,Automatic,450000000
Honda,CR-V,SUV,2013,77500,Automatic,215000000
Toyota,Avanza,MPV,2017,67500,Manual,162500000
Mazda,6,Wagon,2018,32500,Automatic,399000000
Toyota,Kijang Innova,MPV,2020,12500,Manual,345000000
Lexus,RX200t,SUV,2016,32500,Automatic,775000000
Honda,Civic,Hatchback,2019,2500,Manual,925000000
Honda,Accord,Sedan,2020,7500,Automatic,535000000
Mercedes-Benz,C200,Sedan,2015,57500,Automatic,525000000
Mercedes-Benz,E300,Coupe,2018,32500,Automatic,1350000000
Hyundai,IONIQ,Fastback,2020,37500,Automatic,555000000
Toyota,Alphard,Van Wagon,2020,27500,Automatic,1075000000
BMW,530i,Wagon,2019,17500,Automatic,875000000
BMW,320i,Sedan,2018,17500,Automatic,500000000
Daihatsu,Terios,SUV,2018,37500,Manual,195000000
Suzuki,Ertiga,MPV,2018,38000,Automatic,168000000
Honda,BR-V,SUV,2018,22500,Manual,190000000
Honda,Brio,Hatchback,2019,7500,Manual,153000000
Mercedes-Benz,GLA200,SUV,2018,22500,Automatic,600000000
Mercedes-Benz,ML400,SUV,2014,62500,Automatic,535000000
BMW,330i,Sedan,2016,12500,Automatic,500000000
BMW,840i,Coupe,2020,2500,Automatic,1875000000
Toyota,Agya,Hatchback,2019,12500,Automatic,135000000
Honda,Jazz,Hatchback,2020,7500,Automatic,270000000
Toyota,Sienta,MPV,2019,22500,Automatic,225000000
BMW,640i,Convertible,2011,132500,Automatic,850000000
Land Rover,Range Rover Evoque,SUV,2012,37500,Automatic,495000000
Toyota,Land Cruiser,SUV,2017,47500,Automatic,2300000000
Lexus,RX350,SUV,2009,107500,Automatic,265000000
Mercedes-Benz,E300,Sedan,2017,22500,Automatic,795000000
KIA,Sportage,SUV,2012,117500,Automatic,150000000
Toyota,Sienta,MPV,2018,52500,Automatic,198000000
Honda,HR-V,SUV,2019,107500,Automatic,244000000
Daihatsu,Gran Max,Van,2021,22500,Manual,152000000
Toyota,Yaris,Hatchback,2016,77500,Manual,139000000
Nissan,X-Trail,SUV,2015,92500,Automatic,189000000
Jeep,Wrangler,SUV,2014,52500,Automatic,899000000
Toyota,Calya,MPV,2019,32500,Manual,125000000
Toyota,Avanza,MPV,2014,127500,Manual,120000000
Toyota,Veloz,Wagon,2021,2500,Automatic,257000000
Toyota,Avanza,MPV,2013,77500,Manual,107000000
Toyota,Kijang Innova,MPV,2018,52500,Automatic,287000000
Suzuki,Swift,Hatchback,2013,72500,Automatic,130000000
Toyota,Calya,MPV,2019,37500,Automatic,131000000
Toyota,Yaris,Hatchback,2019,52500,Manual,192000000
Daihatsu,Ayla,Hatchback,2022,7500,Manual,133000000
Mercedes-Benz,CLA200,Coupe,2020,17500,Automatic,820000000
Hyundai,Palisade,Wagon,2022,2500,Automatic,950000000
Lexus,LX570,SUV,2014,62500,Automatic,1275000000
BMW,530i,Sedan,2018,42500,Automatic,715000000
Toyota,Alphard,Van Wagon,2018,27500,Automatic,935000000
BMW,X1,SUV,2019,12500,Automatic,575000000
Lexus,UX200,Hatchback,2019,27500,Automatic,670000000
BMW,X3,SUV,2022,7500,Automatic,1075000000
Lexus,RX300,SUV,2018,17500,Automatic,995000000
Lexus,ES300h,Sedan,2022,12500,Automatic,1200000000
Honda,HR-V,SUV,2021,12500,Automatic,299000000
MINI,Countryman,SUV,2022,7500,Automatic,815000000
MINI,Clubman,Wagon,2018,12500,Automatic,905000000
Nissan,Grand Livina,MPV,2017,52500,Automatic,144000000
Toyota,Kijang Innova,MPV,2017,52500,Automatic,338000000
Toyota,Kijang Innova,MPV,2015,102500,Automatic,179000000
Toyota,Kijang Innova,MPV,2017,52500,Automatic,257000000
Honda,Mobilio,MPV,2017,67500,Automatic,162000000
Nissan,Grand Livina,MPV,2013,107500,Manual,88000000
Honda,HR-V,SUV,2017,72500,Automatic,204000000
Toyota,Raize,Wagon,2022,2500,Automatic,220000000
Suzuki,XL7,Wagon,2021,22500,Automatic,221000000
Honda,HR-V,SUV,2019,67500,Automatic,233000000
Wuling,EV,Hatchback,2022,2500,Automatic,245000000
Hyundai,Creta,Wagon,2022,7500,Automatic,339000000
Daihatsu,Ayla,Hatchback,2020,42500,Manual,103000000
Mazda,Biante,MPV,2015,92500,Automatic,188000000
Toyota,Avanza,MPV,2019,57500,Automatic,160000000
Suzuki,Ertiga,MPV,2022,32500,Automatic,209000000
Toyota,Avanza,MPV,2012,91000,Automatic,119000000
Nissan,Livina,Wagon,2019,32500,Automatic,207000000
Toyota,Agya,Hatchback,2021,12500,Automatic,145000000
Toyota,Calya,MPV,2023,109,Manual,151000000
Toyota,Kijang Innova,MPV,2016,72500,Manual,242000000
Toyota,Rush,SUV,2018,57500,Automatic,215000000
Mercedes-Benz,GLC200,SUV,2017,27500,Automatic,625000000
Toyota,Kijang Innova,MPV,2013,162500,Manual,180000007
Honda,CR-V,SUV,2007,72500,Automatic,128000007
Mitsubishi,Pajero Sport,SUV,2012,122500,Automatic,278000007
Mercedes-Benz,E63 AMG,Sedan,2010,82500,Automatic,950000000
Toyota,Yaris,Hatchback,2020,42500,Automatic,229000000
Mercedes-Benz,CLS63 AMG,Coupe,2012,17500,Automatic,1150000000
Mercedes-Benz,S400 L,Sedan,2014,17500,Automatic,880000000
BMW,320i,Sedan,2018,22500,Automatic,475000000
Mercedes-Benz,E300,Sedan,2017,17500,Automatic,775000000
Mazda,CX-5,SUV,2019,20000,Automatic,419000000
Wuling,EV,Hatchback,2022,4000,Automatic,240000000
Toyota,Land Cruiser,SUV,2012,62500,Automatic,1299000000
BMW,320i,Sedan,2013,52500,Automatic,450000000
Jeep,Wrangler,SUV,2011,67500,Automatic,845000000
BMW,328i,Sedan,2013,57500,Automatic,375000000
Hyundai,i20,Hatchback,2016,27500,Automatic,148000000
Suzuki,XL7,Wagon,2021,12500,Automatic,240000000
Toyota,Vellfire,Van Wagon,2012,22500,Automatic,490000000
BMW,320i,Sedan,2011,62500,Automatic,210000000
Mercedes-Benz,S320,Sedan,1996,122500,Automatic,250000000
BMW,X1,SUV,2017,32500,Automatic,405000000
Volkswagen,Polo,Hatchback,2017,52500,Automatic,175000000
Mercedes-Benz,GLC200,SUV,2018,27500,Automatic,765000000
Honda,HR-V,SUV,2018,52500,Automatic,215000000
Mercedes-Benz,C300,Sedan,2019,27500,Automatic,750000000
Mitsubishi,Xpander,Wagon,2022,12500,Automatic,280000000
Mitsubishi,Xpander,Wagon,2021,17500,Automatic,270000000
Honda,BR-V,SUV,2016,62500,Automatic,177000000
Toyota,Alphard,Van Wagon,2016,52500,Automatic,675000000
Suzuki,XL7,Wagon,2020,7500,Automatic,209000000
Toyota,Yaris,Hatchback,2017,37500,Automatic,185000000
Toyota,Avanza,MPV,2021,22500,Manual,177500000
Toyota,Rush,SUV,2020,22500,Automatic,240000000
Honda,Mobilio,MPV,2022,4900,Manual,170000000
Mercedes-Benz,C250,Sedan,2015,2500,Automatic,600000000
Mercedes-Benz,E300,Sedan,2017,17500,Automatic,795000000
BMW,328i,Sedan,2014,42500,Automatic,415000000
Mitsubishi,Pajero Sport,SUV,2019,52500,Automatic,450000000
Hyundai,Creta,Wagon,2022,12500,Automatic,312000000
Nissan,Grand Livina,MPV,2016,90000,Automatic,119000000
Honda,Mobilio,MPV,2016,87500,Automatic,159000000
Mercedes-Benz,C300,Sedan,2019,27500,Automatic,750000000
Volkswagen,Golf,Hatchback,2012,42500,Automatic,145000000
BMW,320i,Sedan,2018,12500,Automatic,540000000
BMW,520i,Sedan,2018,32500,Automatic,775000000
Toyota,Agya,Hatchback,2015,57500,Manual,95000000
Honda,HR-V,SUV,2016,42500,Automatic,205000000
Mitsubishi,Xpander,Wagon,2019,37500,Manual,195000000
Toyota,Land Cruiser,SUV,2012,52500,Automatic,1050000000
Mercedes-Benz,E300,Sedan,2009,12500,Automatic,295000000
Mercedes-Benz,ML400,SUV,2014,37500,Automatic,525000000
BMW,520i,Sedan,2021,12500,Automatic,899000000
Mercedes-Benz,C200,Sedan,2014,22500,Automatic,305000000
Toyota,Avanza,MPV,2018,72500,Automatic,158000000
Honda,HR-V,SUV,2021,22500,Automatic,305000000
Honda,City,Hatchback,2021,12500,Automatic,243000000
Toyota,Rush,SUV,2022,2500,Automatic,252000000
Honda,Odyssey,MPV,2015,62500,Automatic,295000000
Daihatsu,Sirion,Hatchback,2019,47500,Automatic,160000000
Toyota,Avanza,MPV,2022,2500,Manual,211000000
Hyundai,Creta,Wagon,2022,17500,Automatic,315000000
Daihatsu,Gran Max,Pick-up,2018,57500,Manual,89000000
Nissan,Grand Livina,MPV,2013,97500,Manual,125000007
Jeep,Wrangler,SUV,2013,37500,Automatic,1000000000
Audi,RS5,Coupe,2014,7500,Automatic,1590000000
Mazda,3,Hatchback,2019,37500,Automatic,339000000
Toyota,Camry,Sedan,2018,82500,Automatic,267000000
Honda,Mobilio,MPV,2016,122500,Automatic,133000000
Honda,Jazz,Hatchback,2018,32500,Automatic,245000000
Mercedes-Benz,GLE400,Coupe,2016,52500,Automatic,950000000
Nissan,Terra,Wagon,2019,42500,Automatic,355000000
BMW,X1,SUV,2019,22500,Automatic,570000000
Mercedes-Benz,GLA200,SUV,2014,42500,Automatic,415000000
Honda,Mobilio,MPV,2017,67000,Automatic,155000000
Honda,Mobilio,MPV,2015,132500,Automatic,142500000
Honda,CR-V,SUV,2022,7500,Automatic,565000000
BMW,328i,Sedan,2013,57500,Automatic,375000000
Mitsubishi,Pajero Sport,SUV,2018,37500,Automatic,460000000
Toyota,Fortuner,SUV,2013,52500,Automatic,260000000
BMW,430i,Convertible,2018,22500,Automatic,1075000000
Hyundai,Palisade,Wagon,2022,2500,Automatic,945000000
Mercedes-Benz,GLC200,SUV,2020,22500,Automatic,945000000
Toyota,Alphard,Van Wagon,2019,7500,Automatic,995000000
Hyundai,IONIQ 5,Wagon,2023,2500,Automatic,740000000
BMW,520i,Sedan,2019,27500,Automatic,725000000
Toyota,Hilux,Pick-up,2021,17500,Automatic,465000000
Toyota,Kijang Innova,MPV,2019,52500,Automatic,360000000
Volkswagen,Scirocco,Hatchback,2016,32500,Automatic,455000000
Nissan,Grand Livina,MPV,2013,72500,Automatic,99000000
Honda,HR-V,SUV,2015,32500,Automatic,240000000
Daihatsu,Rocky,Wagon,2022,7500,Automatic,200000000
Toyota,Calya,MPV,2017,57500,Automatic,117000000
Honda,HR-V,SUV,2018,67500,Automatic,270000000
Honda,Mobilio,MPV,2015,57500,Automatic,150000000
Land Rover,Range Rover Evoque,SUV,2013,22500,Automatic,475000000
Honda,HR-V,SUV,2015,102500,Automatic,219000000
Toyota,Alphard,Van Wagon,2022,32500,Automatic,1150000000
Toyota,Vellfire,Van Wagon,2009,137500,Automatic,259000000
Lexus,LX570,SUV,2008,92500,Automatic,875000000
Toyota,Vellfire,Van Wagon,2012,97500,Automatic,379000000
Toyota,Rush,SUV,2019,52500,Automatic,205000000
BMW,740Li,Sedan,2022,12500,Automatic,1825000000
Toyota,Land Cruiser,SUV,2010,132500,Automatic,930000000
Suzuki,Jimny,Wagon,2022,2500,Automatic,475000000
Toyota,Innova Venturer,Wagon,2017,42500,Automatic,350000000
Mercedes-Benz,CLA200,Coupe,2015,37500,Automatic,465000000
MINI,Countryman,SUV,2017,47500,Automatic,400000000
Daihatsu,Xenia,MPV,2018,87500,Manual,145000000
Mercedes-Benz,C300,Sedan,2019,12500,Automatic,835000000
Land Rover,Range Rover,SUV,2014,17500,Automatic,1575000000
BMW,520i,Sedan,2018,32500,Automatic,610000000
Mitsubishi,Xpander,Wagon,2020,47500,Automatic,275000000
Mercedes-Benz,GLC250,SUV,2017,27500,Automatic,690000000
Toyota,Yaris,Hatchback,2019,22500,Automatic,245000000
Suzuki,Ignis,Hatchback,2017,62500,Automatic,130000000
Nissan,X-Trail,SUV,2015,62500,Automatic,215000000
Toyota,Avanza,MPV,2019,32500,Manual,198500000
MINI,Countryman,SUV,2020,32500,Automatic,800000000
Mercedes-Benz,E400,Sedan,2014,27500,Automatic,610000000
Toyota,Land Cruiser,SUV,2009,102500,Automatic,790000000
Mitsubishi,Xpander,Wagon,2019,42500,Automatic,235000000
Toyota,Calya,MPV,2022,2500,Automatic,155000000
Toyota,Kijang Innova,MPV,2020,37500,Manual,285000000
Honda,HR-V,SUV,2017,42500,Automatic,245000000
Honda,CR-V,SUV,2016,132000,Automatic,219000000
Porsche,Cayman,Coupe,2011,22500,Automatic,900000000
BMW,X3,SUV,2013,27500,Automatic,340000000
Mercedes-Benz,GLA200,SUV,2016,7500,Automatic,495000000
BMW,X1,SUV,2013,57500,Automatic,240000000
BMW,X5,SUV,2015,42500,Automatic,625000000
Mercedes-Benz,GLS400,SUV,2016,12500,Automatic,1050000000
Mercedes-Benz,GLC250,SUV,2016,22500,Automatic,665000000
Mercedes-Benz,GLC200,SUV,2019,27500,Automatic,775000000
Mercedes-Benz,GLB200,Wagon,2020,12500,Automatic,785000000
Jeep,Wrangler,SUV,2013,52500,Automatic,995000000
Daihatsu,Ayla,Hatchback,2022,17500,Automatic,126000000
Suzuki,S-Presso,Hatchback,2022,12500,Manual,127500000
Honda,Brio,Hatchback,2017,67500,Automatic,155000000
Toyota,Yaris,Hatchback,2010,127500,Automatic,115000000
Toyota,Calya,MPV,2022,7500,Manual,153000000
Mercedes-Benz,GLC200,SUV,2019,22500,Automatic,775000000
Toyota,Vios,Sedan,2018,42500,Automatic,192500000
Toyota,Innova Venturer,Wagon,2017,67500,Automatic,345000000
Mercedes-Benz,GL400,SUV,2016,12500,Automatic,1050000000
Mitsubishi,Pajero Sport,SUV,2018,67500,Automatic,395000000
Toyota,Kijang Innova,MPV,2018,52500,Manual,256000000
Honda,HR-V,SUV,2018,47500,Automatic,238888888
Mercedes-Benz,GLB200,Wagon,2021,17500,Automatic,845000000
Mercedes-Benz,C200,Sedan,2017,57500,Automatic,495000000
Toyota,Alphard,Van Wagon,2022,12500,Automatic,1175000000
Toyota,Voxy,Wagon,2022,12500,Automatic,560000000
Jeep,Gladiator,Pick-up,2021,7500,Automatic,2075000000
Mercedes-Benz,E200,Sedan,2022,7500,Automatic,995000000
Toyota,Fortuner,SUV,2021,17500,Automatic,495000000
Toyota,Innova Venturer,Wagon,2021,22500,Automatic,455000000
Hyundai,H-1,MPV,2020,37500,Automatic,525000000
Mercedes-Benz,C200,Sedan,2018,33000,Automatic,565000000
Toyota,Kijang Innova,MPV,2018,57500,Automatic,317000000
Mazda,2,Hatchback,2019,32500,Automatic,235000000
Honda,Brio,Hatchback,2022,7500,Automatic,210000000
Toyota,Calya,MPV,2021,17500,Manual,145000000
Toyota,Alphard,Van Wagon,2022,7500,Automatic,1125000000
Mercedes-Benz,CLA200,Coupe,2015,42500,Automatic,445000000
Mercedes-Benz,CLA200,Coupe,2019,17500,Automatic,775000000
Lexus,RX270,SUV,2012,102500,Automatic,380000000
Mercedes-Benz,E250,Sedan,2013,32500,Automatic,425000000
Mercedes-Benz,E200,Sedan,2022,17500,Automatic,985000000
Honda,Jazz,Hatchback,2013,117500,Automatic,165000000
Mitsubishi,Pajero Sport,SUV,2019,27500,Automatic,480000000
Toyota,Fortuner,SUV,2022,7500,Automatic,570000000
Toyota,Vios,Sedan,2009,132500,Manual,95000000
Audi,Q7,SUV,2014,62500,Automatic,525000000
Wuling,Almaz,Wagon,2019,32500,Automatic,210000000
BMW,320i,Sedan,2015,47500,Automatic,360000000
BMW,328i,Sedan,2013,122500,Automatic,395000000
Mazda,CX-9,SUV,2019,32500,Automatic,530000000
Lexus,RX300,SUV,2019,22500,Automatic,1120000000
Toyota,Fortuner,SUV,2018,47500,Automatic,395000000
Toyota,Innova Venturer,Wagon,2019,37500,Automatic,395000000
Mercedes-Benz,C300,Coupe,2017,17500,Automatic,865000000
Honda,Civic,Hatchback,2019,32500,Automatic,415000000
BMW,M4,Coupe,2015,17500,Automatic,1699000000
Mercedes-Benz,SL350,Convertible,2013,17500,Automatic,1480000000
Nissan,Serena,MPV,2017,97500,Automatic,200000000
Lexus,RX270,SUV,2013,77500,Automatic,385000000
Honda,Civic,Hatchback,2019,37500,Automatic,425000000
Honda,BR-V,SUV,2017,102500,Automatic,165000000
Mitsubishi,Pajero Sport,SUV,2019,41000,Automatic,445000000
Toyota,Alphard,Van Wagon,2007,127500,Automatic,150000000
Mazda,2,Hatchback,2018,37500,Automatic,190000000
Mercedes-Benz,A200,Sedan,2020,12500,Automatic,625000000
Toyota,Corolla Altis,Sedan,2018,67500,Automatic,245000000
Toyota,Kijang Innova,MPV,2021,17500,Manual,379000007
Daihatsu,Terios,SUV,2014,102500,Manual,128000007
Toyota,Avanza,MPV,2011,12500,Manual,110000000
Land Rover,Range Rover Sport,SUV,2010,82500,Automatic,640000000
Toyota,Land Cruiser,SUV,2016,32500,Automatic,2050000000
Toyota,Avanza,MPV,2017,82500,Manual,155000000
Suzuki,Carry,Pick-up,2022,2500,Manual,112500000
Wuling,Cortez,Wagon,2021,67500,Automatic,190000000
Toyota,Voxy,Wagon,2019,57500,Automatic,345000000
Mercedes-Benz,GLC250,SUV,2016,42500,Automatic,605000000
Honda,CR-V,SUV,2013,91000,Automatic,185000000
Toyota,Kijang Innova,MPV,2017,47500,Automatic,290000000
Toyota,Alphard,Van Wagon,2015,32500,Automatic,715000000
Suzuki,Jimny,Wagon,2022,7500,Automatic,475000000
Toyota,Vellfire,Van Wagon,2015,42500,Automatic,695000000
Honda,HR-V,SUV,2020,22500,Automatic,272000000
Honda,Brio,Hatchback,2020,17500,Automatic,155000000
BMW,X5,SUV,2019,27500,Automatic,1290000000
Mitsubishi,Eclipse Cross,Wagon,2019,32500,Automatic,355000000
Toyota,Fortuner,SUV,2022,27500,Automatic,570000000
Honda,Jazz,Hatchback,2013,47500,Automatic,170000000
BMW,530i,Sedan,2018,7500,Automatic,740000000
Honda,City,Hatchback,2021,7500,Manual,232500000
Toyota,Yaris,Hatchback,2020,32500,Automatic,230000000
Honda,Jazz,Hatchback,2008,32500,Manual,125000000
Toyota,Rush,SUV,2012,102500,Automatic,120000000
Toyota,Agya,Hatchback,2019,27500,Manual,119500000
Toyota,Etios,Sedan,2013,12500,Manual,90000000
Toyota,Kijang Innova,MPV,2018,37500,Automatic,285000000
Honda,City,Sedan,2015,57500,Automatic,187500000
Daihatsu,Ayla,Hatchback,2021,12500,Automatic,147500000
Honda,CR-V,SUV,2018,32500,Automatic,420000000
Honda,HR-V,SUV,2016,37500,Automatic,245000000
Honda,Brio,Hatchback,2015,42500,Automatic,137500000
Mitsubishi,Xpander,Wagon,2021,17500,Automatic,295000000
Honda,CR-V,SUV,2013,92500,Automatic,207500000
Mitsubishi,Pajero Sport,SUV,2021,12500,Automatic,545000000
Honda,Brio,Hatchback,2020,12500,Automatic,200000000
Toyota,Kijang Innova,MPV,2016,92500,Automatic,290000000
Toyota,Yaris,Hatchback,2018,17500,Automatic,225000000
Mitsubishi,Pajero Sport,SUV,2017,42500,Automatic,410000000
Mitsubishi,Pajero Sport,SUV,2018,62500,Automatic,445000000
Toyota,Agya,Hatchback,2018,52500,Automatic,137500000
Toyota,Veloz,Wagon,2022,12500,Automatic,265000000
Toyota,Rush,SUV,2013,97500,Manual,152500000
Toyota,Avanza,MPV,2019,32500,Manual,198500000
Nissan,X-Trail,SUV,2015,62500,Automatic,215000000
